source_id	locator	title	author	k_route	availability	evidence_path	duplicate_group
wiki-76b81c78ae1f	vault:wiki/财务科目表(COA).md	财务科目表(COA)		K1+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-770ae041a525	vault:wiki/_企业AI调用量增长指标_.md	_企业AI调用量增长指标_		K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-787313524dd3	vault:wiki/财务岗位年中复盘指南.md	财务岗位年中复盘指南		K2+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-787b13258b30	vault:wiki/资金履约与资金管理.md	资金履约与资金管理		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7887ece48b31	vault:wiki/商业模式与盈利结构.md	商业模式与盈利结构		K3+K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-78ac2013fc0a	vault:wiki/KPI (关键绩效指标).md	KPI (关键绩效指标)			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-79e66b131782	vault:wiki/运营财务与会计科目设计.md	运营财务与会计科目设计		K1	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-79fd1e8b4f47	vault:wiki/数据资产入表.md	数据资产入表		K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7adc4868dbf4	vault:wiki/成本核算.md	成本核算		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7aec83b04676	vault:wiki/财务产品架构.md	财务产品架构		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7c40ed322c92	vault:wiki/_SAP ERP组织架构与业财一体化_.md	_SAP ERP组织架构与业财一体化_		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7cebfcb9b303	vault:wiki/AI海关税号归类.md	AI海关税号归类		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7d63b016b4b2	vault:wiki/资金与金融业务域.md	资金与金融业务域		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7e20cb3f87ac	vault:wiki/财务汇报与经营分析框架.md	财务汇报与经营分析框架		K2+K3+K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7e2c34099dde	vault:wiki/绩效评估与指标体系.md	绩效评估与指标体系			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7f21fc38824e	vault:wiki/资金结算与财务数据化.md	资金结算与财务数据化		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7f4a820ab95c	vault:wiki/菜鸟采购核心指标.md	菜鸟采购核心指标			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7fa972bcb5bb	vault:wiki/业财一体化主数据模型.md	业财一体化主数据模型		K1+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7faa06f1b30a	vault:wiki/经验定价.md	经验定价		K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-7fecb11cac23	vault:wiki/_本地化财务数据驾驶舱_.md	_本地化财务数据驾驶舱_		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8059ce5bed7d	vault:wiki/业财数字化与费用率管理.md	业财数字化与费用率管理		K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8070941f33e8	vault:wiki/管理者财务思维.md	管理者财务思维		K2+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-80d05db93b1c	vault:wiki/经营分析（战略执行复盘）.md	经营分析（战略执行复盘）		K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-813caccaa4d5	vault:wiki/能力资产盘点.md	能力资产盘点			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8186df568c24	vault:wiki/财务数据标准化与管报融合.md	财务数据标准化与管报融合		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-81f609d481b0	vault:wiki/地网产技规划与业财一体化.md	地网产技规划与业财一体化		K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-82701615e977	vault:wiki/资金结算体系优化.md	资金结算体系优化		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-82de0259f95e	vault:wiki/财务应收应付链路架构.md	财务应收应付链路架构		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-83bdafcc78e6	vault:wiki/多维利润分析体系.md	多维利润分析体系		K3+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-83c0f962565f	vault:wiki/财务AI与数字化应用.md	财务AI与数字化应用		K4+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-83e5e6527d0e	vault:wiki/经营分析会.md	经营分析会		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-83feefef2fe7	vault:wiki/菜鸟资金结算与金融平台.md	菜鸟资金结算与金融平台		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8422c1bf7f96	vault:wiki/经营路径与利润质量.md	经营路径与利润质量		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8425cd291689	vault:wiki/_Claude 速率限制与成本优化_.md	_Claude 速率限制与成本优化_		K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-843612b37a7b	vault:wiki/业财一体化与AI财务穿透管控.md	业财一体化与AI财务穿透管控		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-854c7d3e51d6	vault:wiki/业财一体化挑战与解法.md	业财一体化挑战与解法		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8558f8791f30	vault:wiki/度量指标.md	度量指标		K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-857263f572f0	vault:wiki/CEO经营分析与决策能力.md	CEO经营分析与决策能力		K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8573a035a789	vault:wiki/采购与资产合规治理.md	采购与资产合规治理		K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-868f0cf360c9	vault:wiki/资金结算中台战略.md	资金结算中台战略		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-871a19e95bfe	vault:wiki/菜鸟财务与经营管理体系.md	菜鸟财务与经营管理体系		K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8727a937be8c	vault:wiki/成本与费用的本质区别.md	成本与费用的本质区别		K1+K3+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8779f5c575d1	vault:wiki/资产负债表.md	资产负债表		K1+K2	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-883e2528eadd	vault:wiki/自动化财务处理.md	自动化财务处理		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8842159ac9c9	vault:wiki/价格中心与灵活定价体系.md	价格中心与灵活定价体系		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-886675b582fa	vault:wiki/月度财务报表合并与看板.md	月度财务报表合并与看板		K1+K2+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-88a77863d8a4	vault:wiki/财务年度工作报告.md	财务年度工作报告		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-897e8fca2327	vault:wiki/公司危机中财务应对策略.md	公司危机中财务应对策略		K3+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-89fa27f89e42	vault:wiki/财务做账证据链规范.md	财务做账证据链规范		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8a4328aae20e	vault:wiki/AI时代流程指标体系.md	AI时代流程指标体系		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8a6ce79e1635	vault:wiki/团队KPI体系（结算、资金、风控、财资税）.md	团队KPI体系（结算、资金、风控、财资税）		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8a9e9cceae5f	vault:wiki/财务KPI管理.md	财务KPI管理		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8adf71cd8705	vault:wiki/管理人员财务思维.md	管理人员财务思维		K2+K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8bccd7211768	vault:wiki/零售经营分析.md	零售经营分析		K2+K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8bfc0b1c387e	vault:wiki/合并会计报表与合并抵消.md	合并会计报表与合并抵消		K1+K3	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8c591deae02c	vault:wiki/社会地位与社会计量器理论.md	社会地位与社会计量器理论			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8c5a6270a89f	vault:wiki/业财一体化与结算上浮.md	业财一体化与结算上浮		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8cc5895218bb	vault:wiki/财务分析看板.md	财务分析看板		K1+K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8d515c6e60aa	vault:wiki/毛利润与净利润核算.md	毛利润与净利润核算		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8d7ea68bcaee	vault:wiki/资产数字化与治理体系.md	资产数字化与治理体系		K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8de219a706e0	vault:wiki/财务指标内在联系与杜邦分析.md	财务指标内在联系与杜邦分析		K2+K3+K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8de3b83be585	vault:wiki/海外仓财务与法务流程.md	海外仓财务与法务流程		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8e1338d33709	vault:wiki/个人地址与财务档案.md	个人地址与财务档案		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8e4bbd90f85f	vault:wiki/财务数字化转型.md	财务数字化转型		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-8f0d8b36528c	vault:wiki/合并报表抵消原理.md	合并报表抵消原理		K1	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9095f0429738	vault:wiki/菜鸟财务数字化体系.md	菜鸟财务数字化体系		K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-90c33f1d9638	vault:wiki/财务结算系统.md	财务结算系统		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-90dccc6952a4	vault:wiki/高营销费用依赖型企业.md	高营销费用依赖型企业			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9101c9d9f3a2	vault:wiki/_GLPI IT 资产与服务管理_.md	_GLPI IT 资产与服务管理_			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9104d4217c3a	vault:wiki/费用管控.md	费用管控		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9106e4bd9dbf	vault:wiki/HALO资产 (Heavy Assets, Low Obsolescence).md	HALO资产 (Heavy Assets, Low Obsolescence)			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-913cc36d79cb	vault:wiki/企业级财务与HR产品体系.md	企业级财务与HR产品体系		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-913f297adfdd	vault:wiki/应收运营与账单自动化.md	应收运营与账单自动化		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-91dea01d5d30	vault:wiki/企业管理报表体系（驾驶舱）.md	企业管理报表体系（驾驶舱）		K1+K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-91e32bc6506f	vault:wiki/指标中心重构（幻视2.0）.md	指标中心重构（幻视2.0）		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-91e72bb50bf9	vault:wiki/企业盈利模式与护城河分析.md	企业盈利模式与护城河分析		K3	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9222b7b5d193	vault:wiki/资金结算与履约平台.md	资金结算与履约平台		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-92af2b1add86	vault:wiki/财务高手的六大核心特征.md	财务高手的六大核心特征		K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-92d836f79ba8	vault:wiki/战略财务思维.md	战略财务思维		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-930fc6eb59ab	vault:wiki/菜鸟资金与结算平台化体系.md	菜鸟资金与结算平台化体系		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-93879fffd1d1	vault:wiki/海外仓业财一体化与0到1建设.md	海外仓业财一体化与0到1建设		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-942d29cf9b0f	vault:wiki/资金与结算系统.md	资金与结算系统		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9493bf4d015f	vault:wiki/数据产品化与指标体系构建.md	数据产品化与指标体系构建		K4+K5+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9496bee41878	vault:wiki/应收账款财务分析模型.md	应收账款财务分析模型		K3+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-94c83d9f2bfe	vault:wiki/商业化收费与成本仿真实践.md	商业化收费与成本仿真实践		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-94c9aac1b92e	vault:wiki/全景销售经营分析.md	全景销售经营分析		K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-94d002a84eba	vault:wiki/采购核心指标数据汇总.md	采购核心指标数据汇总			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-94dc3efca029	vault:wiki/销售营收滚动监控报表.md	销售营收滚动监控报表		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-95618e9fc709	vault:wiki/财务年度规划.md	财务年度规划		K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-965087dd3ccf	vault:wiki/资产负债表分析.md	资产负债表分析		K1+K2+K3+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-968339a55db2	vault:wiki/业财数字化运营.md	业财数字化运营		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-96d3d224b086	vault:wiki/P2P采购与资产管理.md	P2P采购与资产管理		K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-96e29ce5cc77	vault:wiki/财务经理与财务总监.md	财务经理与财务总监		K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-97bf64f13021	vault:wiki/_记忆审计Skill_.md	_记忆审计Skill_			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-97d5d22688ec	vault:wiki/资金结算与金融技术平台化.md	资金结算与金融技术平台化		K3+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-980678b4b666	vault:wiki/本量利盈亏平衡测算.md	本量利盈亏平衡测算		K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-982ba4519925	vault:wiki/物流结算系统迁移与业财架构演进.md	物流结算系统迁移与业财架构演进		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9856c3693d11	vault:wiki/经营分析落地指南.md	经营分析落地指南		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-989c96eceab0	vault:wiki/组织熵增与管理负债.md	组织熵增与管理负债			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-991d67eb7a35	vault:wiki/业财一体化与核算体系.md	业财一体化与核算体系		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9922ba47dccf	vault:wiki/经营分析会体系.md	经营分析会体系		K2+K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9997ea939a61	vault:wiki/毛利率.md	毛利率		K1+K2+K3	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9ad4a82aaa10	vault:wiki/AE应收风险治理.md	AE应收风险治理			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9b3a4b72b989	vault:wiki/现金流量表编制.md	现金流量表编制		K1+K2+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9b93fef2acf9	vault:wiki/中国宏观物流成本分析.md	中国宏观物流成本分析		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9ba186cf21c1	vault:wiki/_财务BP经营分析_.md	_财务BP经营分析_		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9bad0a4eaaee	vault:wiki/财务资金全链路管控.md	财务资金全链路管控		K2+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9c472f07614e	vault:wiki/月度经营分析报表Excel看板.md	月度经营分析报表Excel看板		K1+K2+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9cc675e334ca	vault:wiki/驾驶舱指标体系设计方法论.md	驾驶舱指标体系设计方法论		K2+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9cebcbdd183e	vault:wiki/资金结算与业财一体化架构.md	资金结算与业财一体化架构		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9d85e0405fdd	vault:wiki/ABC成本分摊模型.md	ABC成本分摊模型		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9d959b91045b	vault:wiki/财务运营指标与风控体系.md	财务运营指标与风控体系		K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9da39157c492	vault:wiki/业财高可用保障架构.md	业财高可用保障架构		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9df7b612cb02	vault:wiki/结算运营效能与质量指标.md	结算运营效能与质量指标		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9e2d93f588eb	vault:wiki/经营分析与CEO决策力.md	经营分析与CEO决策力		K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9e61588225fa	vault:wiki/IT成本分摊与资产标准化策略.md	IT成本分摊与资产标准化策略		K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9e6f740c50d3	vault:wiki/财务服务系统.md	财务服务系统		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9ec43581f91d	vault:wiki/财务中台与产品维度核算.md	财务中台与产品维度核算		K2+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9ec4d335e39b	vault:wiki/资金结算与经营支撑平台.md	资金结算与经营支撑平台		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9f56de19031c	vault:wiki/技术投入与ROI管理.md	技术投入与ROI管理		K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9f8cb36ce9c0	vault:wiki/物流结算与业财一体化.md	物流结算与业财一体化		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-9fa33244fc4d	vault:wiki/LLM指令预算.md	LLM指令预算		K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a0c5796ca7b8	vault:wiki/财务系统与全链路风控架构.md	财务系统与全链路风控架构		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a0dc483d3764	vault:wiki/财务安全与稽核.md	财务安全与稽核		K5+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a131219d9efd	vault:wiki/财务分析与精细化管理.md	财务分析与精细化管理		K1+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a1d528d67885	vault:wiki/企业IT架构与成本治理.md	企业IT架构与成本治理		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a1f786a351d3	vault:wiki/区域化IT治理与资产运营.md	区域化IT治理与资产运营			locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a21759ab7f91	vault:wiki/采购绩效指标体系.md	采购绩效指标体系		K2+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a21b7469e552	vault:wiki/财务BP采购审批策略.md	财务BP采购审批策略		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a341f1e4c8fe	vault:wiki/财务风险治理.md	财务风险治理		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a34af8655c49	vault:wiki/_财务共享服务中心(FSSC)_.md	_财务共享服务中心(FSSC)_		K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a3924e002205	vault:wiki/会计职业进阶技能组合.md	会计职业进阶技能组合		K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a440456bfbde	vault:wiki/数据治理与数据资产.md	数据治理与数据资产		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a45e11764ea4	vault:wiki/成本分析.md	成本分析		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a48f8a381806	vault:wiki/阿里妈妈资金管理.md	阿里妈妈资金管理		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a4a4d0deafdb	vault:wiki/虚拟资金账户与业财一体化.md	虚拟资金账户与业财一体化		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a4c7c5e65556	vault:wiki/经营导向财务分析框架.md	经营导向财务分析框架		K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a55e753e5005	vault:wiki/资金资损防控体系.md	资金资损防控体系		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a575835fe955	vault:wiki/经营分析的系统性思维.md	经营分析的系统性思维		K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a579ec199e6d	vault:wiki/_Claude Code 定价与成本控制_.md	_Claude Code 定价与成本控制_		K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a5dc466bad1c	vault:wiki/FY24预算与费用补收沟通.md	FY24预算与费用补收沟通		K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a5f5463ca000	vault:wiki/财务中台与计费结算.md	财务中台与计费结算		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a6791b3eb3a1	vault:wiki/AI大模型辅助海关税号归类.md	AI大模型辅助海关税号归类		K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a69b0d56e2d6	vault:wiki/业财融合与财务转型.md	业财融合与财务转型		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a71cfcf2cab7	vault:wiki/企业财务 AI 数据平台.md	企业财务 AI 数据平台		K4+K5+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a72cae665e36	vault:wiki/利润维度体系.md	利润维度体系		K2+K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a764883a202f	vault:wiki/经营分析机制.md	经营分析机制		K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a78a32c3b4c6	vault:wiki/资金结算系统建设.md	资金结算系统建设		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a8050e3d0b16	vault:wiki/财务AI数据决策系统.md	财务AI数据决策系统		K4+K5+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a84fc55d7615	vault:wiki/ChatGPT Plus Google Play 免税订阅策略.md	ChatGPT Plus Google Play 免税订阅策略		K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a8536b7b5e5e	vault:wiki/资金管理岗位年中总结指南.md	资金管理岗位年中总结指南		K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a86080bc6463	vault:wiki/跨境应收风险治理机制.md	跨境应收风险治理机制		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a891cf824a05	vault:wiki/AI辅助海关税号归类.md	AI辅助海关税号归类		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a898324dec5e	vault:wiki/财务分析方法与指标.md	财务分析方法与指标		K1+K2+K3+K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-a92c07dc5449	vault:wiki/AE资金领域.md	AE资金领域		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-aaa683b896f4	vault:wiki/新手会计接全盘账六步实操指南.md	新手会计接全盘账六步实操指南		K1+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-aaed1f39ff67	vault:wiki/_业财一体化架构演进_.md	_业财一体化架构演进_		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ab64c28477e3	vault:wiki/经营分析会与CEO核心决策力 (Business Analysis Meeting & CEO Decision-Making).md	经营分析会与CEO核心决策力 (Business Analysis Meeting & CEO Decision-Making)		K4	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ab6c0e4a1090	vault:wiki/HALO 资产.md	HALO 资产		K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ac55335cc889	vault:wiki/大快美业财样板间.md	大快美业财样板间		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ac8054046699	vault:wiki/资金结算团队晋升提名与人才盘点.md	资金结算团队晋升提名与人才盘点		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-acb2e9bb3201	vault:wiki/经营分析报告六步法模板.md	经营分析报告六步法模板		K3+K4+K5	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ad6c327b4f59	vault:wiki/资金结算域架构.md	资金结算域架构		K7	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
wiki-ad6cf902862d	vault:wiki/EBIT、EBITDA与净利润.md	EBIT、EBITDA与净利润		K3+K6	locator-only	synthesis/2026-09-12-obsidian-scan/D-wiki.md	
